car,move
AC,-1
AL,1
AC,1
A,1
AD,1
AG,1
AD,-1
AH,-1
AL,-1
AA,1
P,1
J,1
AO,-1
A,-1
AL,1
AP,1
J,-1
B,-1
C,-1
AC,-1
AP,-1
AA,1
P,-1
C,1
J,1
AL,-1
AH,1
AA,-1
AP,1
AE,-1
AR,1
AC,1
AG,-1
AL,1
AC,-1
AL,-1
AQ,-1
AJ,1
H,1
C,-1
AQ,-1
P,1
AA,-1
E,-1
P,-1
J,-1
E,1
AK,1
AH,1
P,1
AC,-1
J,1
E,-1
F,-1
H,-1
L,1
AK,-1
AE,1
AQ,1
AJ,-1
AB,1
AQ,-1
AH,-1
B,1
AL,1
L,-1
H,1
B,-1
AL,-1
N,-1
AP,-1
AB,-1
AK,1
AO,1
AK,-1
P,-1
AH,-1
H,-1
J,-1
AO,-1
J,-1
AO,1
B,1
J,1
AC,1
H,1
P,1
U,-1
AL,1
AO,-1
AA,1
B,-1
AR,-1
AQ,1
P,-1
J,-1
P,1
P,1
H,-1
AH,1
AQ,-1
U,1
N,1
P,-1
AQ,1
AL,-1
J,-1
AA,-1
AA,-1
AR,1
AC,1
L,1
AP,1
AR,-1
AH,1
AQ,1
AD,1
AR,1
AJ,1
G,1
AA,1
AC,-1
H,1
A,-1
L,-1
AQ,-1
AQ,-1
P,1
A,-1
AK,1
J,1
AQ,1
AD,-1
AE,-1
AQ,-1
AC,-1
A,-1
H,-1
B,1
A,-1
A,-1
AQ,1
H,1
AJ,-1
AC,1
AC,1
AQ,1
D,-1
H,-1
AJ,1
AC,-1
G,-1
AK,-1
AR,-1
A,1
D,1
AC,-1
N,-1
H,1
AJ,-1
AC,1
P,-1
H,-1
N,1
B,-1
AC,-1
AA,-1
AQ,-1
AI,-1
AQ,1
B,-1
AG,1
H,1
AR,1
I,-1
H,-1
AE,1
N,-1
AG,-1
P,1
M,1
AE,-1
AG,1
A,-1
AI,-1
AE,1
A,1
AI,1
D,-1
AK,1
AA,1
A,-1
O,-1
M,-1
AC,1
AE,-1
I,1
AP,-1
AI,1
AO,1
U,-1
AG,-1
O,1
H,-1
B,-1
AH,-1
AK,-1
AC,-1
P,-1
P,-1
AE,1
AM,-1
AH,-1
J,-1
A,1
L,1
I,-1
U,1
AM,1
AG,1
AL,1
AK,1
L,-1
AL,-1
AC,1
AK,-1
AO,-1
A,-1
J,1
A,1
I,1
AG,-1
I,-1
AP,1
A,-1
B,1
M,1
P,1
AM,-1
J,-1
AA,-1
AC,1
AP,-1
AG,1
A,1
AP,1
I,1
AR,-1
AJ,1
M,-1
AR,1
N,1
AG,-1
B,-1
AR,-1
B,1
AH,1
L,1
A,-1
I,-1
AE,-1
AQ,-1
H,-1
I,1
B,-1
J,-1
L,-1
P,1
AM,1
H,1
I,-1
AQ,1
AG,1
AR,1
L,1
F,1
AR,-1
A,1
E,1
J,1
H,1
C,1
AJ,-1
I,1
AC,-1
L,-1
AR,1
AH,1
AJ,1
AK,1
AG,-1
AA,1
AG,1
J,1
AG,-1
AJ,-1
F,1
E,1
AK,-1
H,1
AQ,-1
B,1
I,-1
AH,-1
AA,1
E,-1
I,1
AK,1
AA,-1
AA,-1
AH,1
AQ,-1
AI,-1
A,-1
A,-1
AQ,1
F,1
AC,1
AP,-1
AA,1
AE,1
G,1
I,-1
B,-1
AD,1
AK,-1
I,1
AO,1
P,-1
E,1
I,-1
AD,-1
AI,-1
R,-1
B,1
AE,-1
I,1
AA,1
AO,-1
G,-1
B,-1
AA,-1
P,-1
J,-1
X,-1
R,-1
J,-1
B,1
P,1
AR,-1
AI,-1
B,-1
AQ,1
F,-1
AI,1
P,1
AP,1
A,1
J,1
R,1
I,-1
AQ,-1
AC,-1
X,1
AA,-1
P,-1
I,1
B,1
AI,1
AC,-1
H,-1
AP,-1
AI,-1
AR,1
AC,1
P,1
AK,1
P,-1
R,1
B,-1
AK,-1
AI,-1
P,1
B,1
L,1
B,-1
H,1
A,-1
AO,1
J,-1
B,1
AI,1
AQ,-1
AR,-1
AC,-1
AR,1
AB,1
AK,1
F,1
AO,-1
B,-1
G,1
AK,-1
A,1
AI,1
E,-1
J,1
AI,1
AA,1
B,1
AE,1
E,1
AP,1
AA,-1
B,-1
AD,1
AQ,1
AA,1
I,-1
G,-1
R,-1
AD,-1
AJ,1
I,1
X,-1
F,-1
W,-1
AI,-1
AQ,-1
R,-1
L,-1
AB,-1
C,-1
Y,-1
AI,-1
R,1
A,1
AD,1
F,1
AC,1
G,1
Y,1
J,-1
G,-1
E,1
L,1
AQ,1
AR,-1
AQ,-1
Q,-1
R,-1
I,-1
AI,-1
X,-1
AQ,1
AJ,-1
AR,1
L,-1
AK,1
M,-1
AQ,-1
H,1
F,1
Y,-1
E,1
AP,-1
AD,-1
AE,-1
M,1
U,1
N,1
AA,1
AE,1
N,-1
A,-1
J,1
L,1
B,1
AE,-1
U,1
AQ,1
AI,1
AK,-1
AP,1
U,1
AC,1
AA,-1
AK,1
AC,1
R,1
AP,-1
N,1
AP,1
J,-1
AI,1
L,-1
U,-1
E,-1
R,-1
AA,-1
E,1
X,1
Q,1
J,1
U,1
M,-1
E,-1
Y,1
F,-1
AQ,1
Q,-1
X,-1
N,-1
AI,-1
W,1
F,1
U,1
X,1
J,1
AI,1
P,-1
B,-1
X,-1
D,1
AG,1
AC,-1
J,-1
J,-1
AK,-1
B,-1
AR,-1
P,1
AR,1
AA,1
AR,-1
A,1
T,-1
AA,1
T,-1
L,1
AJ,1
X,1
B,1
AE,1
J,1
AA,1
AI,-1
AJ,-1
J,-1
Q,1
AE,-1
K,1
N,1
AR,1
N,-1
X,1
X,1
AC,-1
H,1
U,-1
X,-1
AI,1
A,-1
AR,-1
AI,-1
X,1
AI,1
B,-1
K,-1
X,-1
A,1
AP,-1
AA,-1
P,-1
AO,1
F,1
P,-1
C,1
AR,1
AC,1
AR,-1
AA,1
AO,-1
R,-1
C,-1
N,1
X,1
AA,-1
N,-1
F,-1
X,-1
AC,-1
U,1
AA,1
C,1
B,1
X,1
R,1
B,-1
K,1
C,-1
R,-1
AI,-1
X,1
AR,1
K,-1
U,-1
AR,-1
P,1
P,1
AA,-1
B,1
AA,1
AI,-1
B,1
AI,1
AP,1
R,1
F,1
AC,1
AJ,1
AR,1
A,-1
K,1
F,-1
AI,-1
H,-1
B,-1
AC,-1
W,-1
AJ,-1
V,1
AA,-1
P,-1
P,-1
A,1
H,1
AJ,1
V,-1
F,1
B,1
C,1
D,-1
U,1
AA,1
AK,1
Y,-1
R,-1
K,-1
R,1
A,-1
P,1
Y,1
O,-1
AA,-1
W,1
A,-1
L,-1
F,-1
X,1
H,-1
P,1
T,1
U,-1
T,1
E,-1
AK,-1
G,1
AA,1
M,1
AA,1
M,-1
L,1
G,-1
N,-1
AC,-1
AI,1
T,-1
X,1
K,1
P,-1
AR,-1
T,1
AB,1
X,1
AA,1
N,1
AG,-1
B,-1
X,1
N,-1
AQ,-1
O,1
A,1
F,-1
H,1
N,1
X,1
X,1
