car,move
G,-1
G,-1
K,-1
K,-1
K,-1
S,-1
S,-1
S,-1
T,-1
T,-1
Q,-1
Q,-1
L,1
T,-1
T,-1
T,-1
J,-1
U,-1
U,-1
L,1
M,-1
M,-1
M,-1
L,-1
L,-1
V,-1
V,-1
R,-1
R,-1
R,-1
N,1
X,-1
X,-1
H,1
C,1
H,1
I,-1
I,-1
I,-1
C,1
D,-1
P,-1
O,1
H,1
P,-1
P,-1
X,1
X,1
