car,move
C,-1
G,-1
A,-1
J,-1
G,-1
I,1
X,1
F,1
K,-1
K,-1
I,-1
K,1
J,1
K,1
J,-1
F,-1
L,-1
X,-1
L,-1
J,-1
J,-1
I,1
J,1
I,1
H,1
E,1
J,-1
E,1
D,-1
E,1
D,1
H,-1
I,-1
D,-1
I,-1
I,-1
H,1
E,-1
E,-1
J,1
J,1
L,1
X,1
J,1
L,1
E,1
X,-1
F,1
E,1
F,-1
X,1
H,-1
X,-1
I,1
L,-1
X,1
D,1
X,1
D,-1
X,1
L,1
I,-1
G,1
A,1
F,1
H,1
F,-1
A,-1
B,-1
G,1
E,-1
I,-1
X,1
