car,move
G,-2
K,-3
S,-3
T,-2
Q,-2
L,1
T,-3
J,-1
U,-2
L,1
M,-3
L,-2
V,-2
R,-3
N,1
X,-2
H,1
C,1
H,1
I,-3
C,1
D,-1
P,-1
O,1
H,1
P,-2
X,3
