car,move
R,1
S,-1
U,-1
V,1
A,1
V,1
Z,1
P,-1
A,1
P,-1
V,-1
A,-1
B,-1
B,1
D,-1
A,-1
A,1
N,-1
D,1
D,-1
V,1
R,-1
V,-1
G,1
P,-1
T,-1
P,1
O,1
T,1
W,-1
L,1
V,1
W,1
N,1
H,-1
Q,-1
L,-1
H,1
W,-1
N,-1
A,-1
J,-1
A,1
X,1
L,1
P,1
M,1
W,1
T,-1
W,-1
M,-1
W,1
Q,1
O,1
W,-1
G,-1
X,-1
O,-1
N,1
T,1
P,1
P,1
A,1
W,-1
W,1
R,1
T,-1
V,-1
O,1
W,-1
Q,1
R,-1
X,1
X,-1
W,1
W,-1
P,-1
V,1
X,1
T,-1
Q,-1
M,1
R,1
Q,-1
T,1
O,-1
R,-1
T,-1
P,-1
L,-1
X,1
L,1
T,1
P,1
W,1
P,-1
L,-1
X,1
L,1
W,1
Q,1
M,-1
J,1
J,-1
O,1
G,1
G,-1
W,-1
M,1
N,1
M,-1
G,1
G,-1
L,-1
Q,1
T,1
V,-1
M,1
X,-1
P,1
O,1
M,1
R,1
Q,-1
A,-1
P,1
M,-1
V,-1
S,1
C,1
W,1
O,1
A,1
A,-1
A,-1
R,-1
Q,-1
R,1
O,-1
M,1
K,-1
T,-1
G,1
Y,-1
G,-1
A,1
R,-1
K,-1
G,1
K,1
A,-1
Q,1
R,1
Q,1
A,1
Y,1
M,-1
U,1
X,1
A,1
O,1
R,-1
Y,-1
G,-1
J,1
Y,1
T,1
D,1
X,1
M,1
D,-1
Q,-1
N,1
U,-1
D,1
M,-1
R,1
A,-1
Q,1
K,1
M,-1
K,-1
Q,1
A,-1
G,1
U,1
W,-1
C,-1
D,-1
G,-1
Q,1
U,-1
W,-1
X,-1
X,1
N,-1
C,1
H,-1
Q,-1
M,1
M,-1
N,1
G,-1
G,1
H,1
Q,1
Y,-1
Q,-1
Y,1
G,-1
Q,-1
Y,-1
T,-1
J,-1
Y,1
M,1
M,-1
U,1
Q,-1
U,-1
J,1
T,1
M,1
J,-1
K,1
K,-1
U,1
Q,1
Y,-1
Y,1
W,-1
R,-1
W,1
M,-1
Y,-1
U,-1
N,1
J,1
W,-1
Q,-1
Q,1
D,1
Y,1
B,-1
B,-1
B,-1
K,1
U,1
S,-1
T,-1
R,-1
N,1
D,-1
R,1
H,-1
U,-1
N,-1
I,-1
T,-1
Q,-1
Q,-1
Q,1
T,1
H,-1
V,1
I,-1
V,-1
V,-1
Q,-1
M,1
H,-1
U,1
N,-1
N,1
S,1
M,1
U,-1
V,1
K,-1
F,1
Q,1
Y,-1
X,-1
D,1
H,-1
F,-1
T,1
R,-1
B,1
A,1
Y,1
I,1
H,1
M,1
B,1
Q,-1
M,-1
K,1
N,-1
U,1
M,1
T,-1
B,1
X,1
S,-1
V,1
G,-1
X,-1
M,-1
G,1
T,-1
I,1
M,1
G,-1
M,-1
N,1
L,1
U,-1
W,-1
X,1
D,-1
X,-1
V,1
M,1
M,1
I,-1
I,-1
J,-1
X,-1
Q,1
Q,-1
Q,1
N,-1
X,1
F,1
X,1
X,1
