car,move
P,1
AC,-1
M,-1
V,1
AM,-1
K,-1
Q,-1
H,1
AI,1
AE,1
AC,1
N,1
AO,-1
Q,1
AD,1
AA,1
AQ,-1
AI,-1
AO,1
F,1
AO,1
L,-1
V,-1
AP,1
Y,-1
P,-1
J,1
P,1
W,-1
AD,-1
AE,-1
H,-1
AQ,1
W,1
AJ,1
AI,1
AI,1
J,-1
AI,1
AC,1
AE,1
P,-1
AJ,-1
AM,-1
AI,-1
Y,1
AJ,1
P,-1
Y,-1
U,1
AD,1
N,1
J,1
H,1
AC,-1
AA,-1
F,-1
AM,1
N,-1
N,-1
M,1
AJ,-1
AM,-1
AI,-1
U,-1
J,-1
AD,-1
AE,-1
J,1
AI,-1
J,1
AC,1
AI,1
AI,1
AA,1
U,1
J,1
AI,-1
U,-1
Q,-1
L,1
AI,-1
AA,-1
P,1
K,1
AJ,1
U,1
Q,1
U,1
Q,-1
AM,1
AA,-1
U,-1
AJ,-1
U,1
K,-1
M,-1
Q,1
AM,-1
Q,-1
K,1
AA,1
AI,1
M,1
K,-1
Q,1
AI,-1
AJ,1
AA,-1
Q,-1
AC,-1
AA,1
W,-1
P,-1
AQ,-1
K,1
AQ,1
Q,1
AC,1
AM,-1
M,-1
U,1
U,1
AM,1
N,1
Y,1
AC,-1
U,-1
N,1
W,1
K,-1
V,1
G,1
AA,1
N,-1
G,-1
L,-1
F,1
AM,1
P,1
AC,1
L,1
N,1
AJ,-1
AA,-1
H,-1
V,-1
AA,-1
K,1
E,1
U,1
C,1
W,-1
AM,-1
K,-1
W,1
AI,1
AJ,1
Q,-1
S,-1
AA,1
AI,-1
AJ,-1
U,-1
AM,1
AJ,1
L,-1
S,1
W,-1
V,1
S,-1
J,-1
W,1
N,-1
W,-1
J,-1
N,1
AC,-1
P,1
AA,-1
AJ,-1
V,-1
AM,1
C,-1
Y,-1
Q,-1
W,1
J,-1
AJ,1
AC,1
AJ,-1
AP,-1
AA,1
Q,1
N,1
AM,1
E,-1
W,-1
H,1
N,-1
U,-1
AC,-1
U,-1
AN,1
AC,-1
AQ,-1
F,-1
P,-1
J,1
P,-1
AQ,1
P,1
AN,-1
S,1
AM,-1
AO,-1
P,1
F,1
AQ,-1
AB,1
N,-1
U,1
H,-1
AM,-1
AO,-1
S,-1
E,1
S,1
P,-1
AQ,1
P,1
E,-1
AQ,1
AG,1
N,1
U,1
AM,-1
F,-1
J,-1
AA,-1
Y,1
N,-1
Q,1
F,1
AM,1
Y,-1
H,1
L,1
E,1
C,1
AA,1
H,-1
AA,-1
U,1
AE,1
C,1
N,1
C,-1
Y,1
AE,-1
C,1
AM,-1
AE,1
N,1
AO,-1
K,1
AB,-1
N,-1
AR,1
C,-1
AO,1
Y,-1
AM,-1
AO,-1
AN,1
AC,1
Y,1
AA,1
V,1
AP,1
AG,-1
AA,-1
AN,-1
AK,1
Q,1
AJ,1
AA,1
AC,1
AA,1
K,-1
H,1
AJ,-1
AG,1
AJ,1
AE,-1
H,-1
C,-1
U,-1
AO,-1
L,-1
N,1
E,-1
J,1
AC,-1
J,-1
AA,1
E,1
N,-1
AC,1
C,1
AK,-1
Q,-1
AA,1
AK,1
J,1
C,-1
AO,1
AA,-1
AA,-1
E,-1
Q,1
AA,1
AM,1
E,1
N,1
J,-1
C,1
AJ,-1
J,1
C,1
U,1
N,-1
P,-1
AK,-1
AC,-1
J,-1
C,-1
P,1
AM,-1
J,1
N,-1
AR,-1
H,1
J,-1
H,-1
AJ,1
H,1
AA,-1
AN,1
Q,-1
N,1
J,1
C,1
Q,1
N,1
Q,-1
AF,1
AA,1
AJ,-1
H,-1
Q,1
C,-1
O,1
D,1
M,1
AJ,1
AR,1
AA,1
Q,-1
D,-1
C,1
AE,1
D,1
M,-1
N,-1
A,-1
C,-1
A,1
C,-1
J,-1
N,-1
AA,1
Q,1
P,-1
D,-1
AG,-1
AE,-1
AR,-1
AE,1
O,-1
C,1
AC,-1
P,1
C,1
O,1
C,1
L,1
F,1
AC,1
E,-1
AR,1
AC,1
L,-1
AQ,-1
AR,-1
J,1
N,1
AC,-1
E,1
AC,1
J,-1
F,-1
AD,1
F,1
L,1
K,1
Q,1
AC,-1
K,-1
C,-1
K,1
F,-1
N,1
H,-1
AQ,-1
AR,1
Q,-1
Q,-1
H,1
AC,-1
AR,-1
D,1
C,-1
D,-1
M,1
AC,1
M,-1
F,1
V,-1
C,1
K,-1
P,-1
AD,-1
AQ,1
AR,1
AC,-1
AB,1
AE,-1
AR,-1
K,1
AB,-1
AR,1
H,1
F,-1
AK,1
D,1
H,-1
AC,1
M,1
AC,1
K,-1
AC,-1
Y,-1
L,-1
P,-1
AK,-1
N,1
A,-1
J,1
H,1
J,1
C,-1
AK,1
H,-1
U,-1
P,1
B,-1
P,-1
Q,-1
J,1
H,1
N,-1
AC,1
U,1
AK,-1
AQ,1
AK,1
L,1
B,1
AC,-1
U,-1
L,-1
U,-1
AC,1
Q,1
AK,-1
M,-1
J,-1
M,1
Q,-1
B,-1
AC,-1
M,-1
AC,-1
B,1
P,1
S,-1
C,-1
A,1
J,-1
AG,1
P,1
S,1
E,-1
Q,1
D,-1
AR,-1
Q,-1
D,1
AA,-1
E,1
H,-1
S,-1
N,-1
U,1
J,-1
N,1
H,1
Q,-1
H,-1
U,-1
AR,1
L,1
S,1
U,1
Y,1
H,1
AR,-1
K,1
Q,1
H,-1
P,-1
S,-1
E,-1
AR,1
V,1
S,1
AC,1
AK,1
H,1
K,-1
Q,1
F,-1
AA,1
AG,-1
AC,1
AC,1
U,1
AB,1
L,-1
AE,1
J,1
AG,1
H,-1
AG,-1
J,1
N,-1
G,1
A,-1
N,1
AG,1
AB,-1
M,1
P,-1
A,-1
AB,1
P,1
Q,1
AD,1
AG,-1
Q,1
M,-1
G,1
M,1
B,-1
H,1
B,1
G,-1
M,-1
J,1
G,1
H,-1
AG,1
A,1
AA,-1
L,1
A,-1
G,1
L,-1
A,-1
Q,-1
AA,1
H,1
G,-1
H,-1
Q,1
P,-1
L,1
G,1
F,1
B,-1
AB,-1
AG,-1
E,1
Q,-1
B,1
A,-1
P,1
H,1
B,-1
AQ,-1
B,1
H,-1
A,-1
Q,-1
K,1
V,-1
AQ,1
AG,1
C,1
A,1
K,-1
H,1
D,-1
F,1
H,-1
V,1
E,1
AD,-1
AC,-1
A,-1
AD,1
A,1
AA,-1
R,-1
L,-1
J,-1
Q,-1
H,1
J,1
F,1
P,-1
AC,1
S,-1
X,-1
V,-1
R,-1
J,-1
F,-1
P,1
R,1
AB,1
J,1
S,1
C,-1
B,-1
C,1
AA,-1
AA,-1
F,1
AA,1
V,1
P,-1
S,-1
E,1
AA,-1
AD,-1
J,-1
R,-1
S,1
AJ,-1
C,-1
AB,-1
E,-1
J,-1
Q,-1
AE,-1
P,1
M,-1
V,-1
AG,-1
U,-1
J,-1
AG,1
Y,-1
AC,-1
AC,-1
U,-1
X,-1
AA,1
R,-1
B,-1
X,1
X,1
R,1
AC,1
AJ,1
AK,-1
Q,1
B,1
J,-1
B,-1
E,1
R,-1
Q,1
T,-1
A,-1
AA,1
B,-1
AC,-1
J,1
X,-1
AC,-1
Q,-1
C,1
Q,1
L,1
E,-1
AK,1
AB,1
E,1
J,-1
AB,-1
U,1
P,1
L,-1
A,1
X,1
T,-1
I,-1
AC,1
P,-1
H,1
AA,1
J,1
AK,-1
S,1
C,-1
J,-1
AR,-1
P,-1
H,-1
A,-1
AA,-1
P,1
U,-1
S,-1
U,1
H,1
U,-1
P,-1
C,1
F,1
C,1
F,-1
X,-1
B,1
R,1
P,1
B,-1
H,-1
S,1
AA,1
H,1
X,1
E,-1
AC,-1
J,1
H,-1
L,1
S,-1
AG,-1
T,1
AB,1
C,-1
K,1
E,1
B,1
C,1
AR,1
P,1
S,1
AB,-1
A,-1
S,-1
AK,1
T,-1
J,-1
H,1
H,1
X,-1
AG,1
K,-1
AG,-1
E,-1
C,-1
Q,-1
P,-1
AQ,-1
X,1
P,1
U,1
F,1
Q,1
N,1
H,-1
AQ,1
O,-1
AC,1
AK,-1
U,1
C,-1
U,-1
E,1
O,1
J,1
AG,1
G,1
K,1
J,-1
B,-1
AG,-1
AR,-1
Q,-1
X,-1
S,-1
P,-1
AC,-1
O,-1
AR,1
J,1
P,-1
AB,1
S,1
AQ,-1
C,1
S,1
O,1
S,-1
AR,-1
O,-1
K,-1
E,-1
X,1
S,-1
G,-1
AQ,1
K,1
S,1
C,-1
P,1
AB,-1
E,1
AB,1
X,1
AB,-1
AR,1
X,1
AC,1
AK,1
AC,-1
U,1
X,1
Q,-1
P,1
E,-1
K,-1
Q,1
AQ,-1
AB,1
S,-1
G,-1
K,1
AB,-1
X,1
P,-1
AE,1
AB,1
P,1
G,-1
X,1
P,-1
AE,-1
J,-1
X,1
B,1
X,1
X,1
